   Q20	    Q22	  pairing    E_HFB         E_ZPE     B2020      B2222       Bpairpair   B2022       B20pair     B22pair       \Delta_n    \Delta_p  	
   23.00    0.00   53.00   -1797.740       4.966    0.005940    0.010257    0.000211    0.000000   -0.000272    0.000000       1.686       1.692
   23.00    1.00    0.00   -1803.136       4.393    0.014080    0.022233    0.000496   -0.001261   -0.001684    0.000116       0.959       1.012
   23.00    1.00    1.00   -1803.132       4.455    0.013692    0.021947    0.000483   -0.001188   -0.001634    0.000150       0.973       1.026
   23.00    1.00    2.00   -1803.125       4.464    0.013276    0.021603    0.000480   -0.001104   -0.001590    0.000122       0.988       1.040
   23.00    1.00    3.00   -1803.116       4.474    0.012949    0.021237    0.000467   -0.001022   -0.001539    0.000110       1.003       1.053
   23.00    1.00    4.00   -1803.101       4.483    0.012649    0.020880    0.000470   -0.000928   -0.001515    0.000098       1.017       1.066
   23.00    1.00    5.00   -1803.090       4.495    0.012357    0.020521    0.000459   -0.000876   -0.001469    0.000097       1.033       1.081
   23.00    1.00    6.00   -1803.067       4.504    0.012026    0.020186    0.000442   -0.000813   -0.001410    0.000092       1.047       1.095
   23.00    1.00    7.00   -1803.046       4.515    0.011785    0.019836    0.000433   -0.000778   -0.001372    0.000094       1.063       1.108
   23.00    1.00    8.00   -1803.017       4.525    0.011546    0.019515    0.000407   -0.000729   -0.001308    0.000089       1.077       1.121
   23.00    1.00    9.00   -1802.983       4.534    0.011309    0.019200    0.000409   -0.000684   -0.001284    0.000088       1.092       1.134
   23.00    1.00   10.00   -1802.950       4.545    0.011080    0.018887    0.000415   -0.000641   -0.001271    0.000087       1.106       1.149
   23.00    1.00   11.00   -1802.913       4.556    0.010824    0.018568    0.000398   -0.000577   -0.001217    0.000074       1.122       1.162
   23.00    1.00   12.00   -1802.869       4.566    0.010615    0.018266    0.000376   -0.000586   -0.001159    0.000085       1.136       1.175
   23.00    1.00   13.00   -1802.820       4.576    0.010388    0.017973    0.000391   -0.000540   -0.001153    0.000081       1.150       1.188
   23.00    1.00   14.00   -1802.774       4.588    0.010189    0.017673    0.000384   -0.000508   -0.001119    0.000080       1.166       1.201
   23.00    1.00   15.00   -1802.718       4.598    0.010003    0.017387    0.000357   -0.000458   -0.001055    0.000069       1.180       1.214
   23.00    1.00   16.00   -1802.658       4.608    0.009863    0.017114    0.000351   -0.000434   -0.001031    0.000068       1.194       1.227
   23.00    1.00   17.00   -1802.594       4.617    0.009722    0.016849    0.000354   -0.000411   -0.001016    0.000068       1.208       1.240
   23.00    1.00   18.00   -1802.530       4.628    0.009569    0.016584    0.000349   -0.000397   -0.000989    0.000071       1.222       1.255
   23.00    1.00   19.00   -1802.458       4.638    0.009407    0.016322    0.000345   -0.000357   -0.000962    0.000062       1.236       1.267
   23.00    1.00   20.00   -1802.385       4.649    0.009264    0.016069    0.000340   -0.000337   -0.000937    0.000061       1.249       1.282
   23.00    1.00   21.00   -1802.305       4.658    0.009109    0.015823    0.000326   -0.000328   -0.000899    0.000065       1.263       1.295
   23.00    1.00   22.00   -1802.221       4.668    0.008959    0.015583    0.000321   -0.000313   -0.000871    0.000066       1.277       1.307
   23.00    1.00   23.00   -1802.133       4.677    0.008820    0.015350    0.000317   -0.000297   -0.000845    0.000066       1.290       1.320
   23.00    1.00   24.00   -1802.041       4.687    0.008626    0.015121    0.000323   -0.000278   -0.000824    0.000067       1.304       1.333
   23.00    1.00   25.00   -1801.949       4.698    0.008515    0.014887    0.000332   -0.000271   -0.000815    0.000072       1.319       1.346
   23.00    1.00   26.00   -1801.853       4.709    0.008357    0.014658    0.000324   -0.000256   -0.000778    0.000070       1.333       1.360
   23.00    1.00   27.00   -1801.752       4.720    0.008233    0.014443    0.000318   -0.000239   -0.000757    0.000070       1.346       1.374
   23.00    1.00   28.00   -1801.648       4.731    0.008131    0.014216    0.000323   -0.000233   -0.000748    0.000073       1.361       1.387
   23.00    1.00   29.00   -1801.542       4.743    0.008019    0.013999    0.000307   -0.000200   -0.000711    0.000064       1.376       1.400
   23.00    1.00   30.00   -1801.426       4.752    0.007882    0.013801    0.000288   -0.000184   -0.000663    0.000061       1.389       1.412
   23.00    1.00   31.00   -1801.309       4.762    0.007742    0.013599    0.000291   -0.000174   -0.000645    0.000063       1.403       1.427
   23.00    1.00   32.00   -1801.184       4.771    0.007619    0.013411    0.000286   -0.000166   -0.000621    0.000065       1.416       1.439
   23.00    1.00   33.00   -1801.056       4.780    0.007503    0.013226    0.000281   -0.000156   -0.000598    0.000065       1.429       1.452
   23.00    1.00   34.00   -1800.924       4.789    0.007394    0.013044    0.000277   -0.000144   -0.000575    0.000064       1.443       1.464
   23.00    1.00   35.00   -1800.789       4.799    0.007292    0.012866    0.000273   -0.000131   -0.000554    0.000063       1.456       1.476
   23.00    1.00   36.00   -1800.651       4.808    0.007194    0.012692    0.000270   -0.000117   -0.000533    0.000061       1.469       1.488
   23.00    1.00   37.00   -1800.508       4.818    0.007102    0.012522    0.000267   -0.000104   -0.000515    0.000059       1.482       1.501
   23.00    1.00   38.00   -1800.360       4.827    0.007014    0.012357    0.000266   -0.000093   -0.000498    0.000058       1.495       1.513
   23.00    1.00   39.00   -1800.208       4.836    0.006930    0.012197    0.000265   -0.000083   -0.000482    0.000057       1.508       1.526
   23.00    1.00   40.00   -1800.051       4.844    0.006849    0.012042    0.000265   -0.000077   -0.000469    0.000058       1.520       1.539
   23.00    1.00   41.00   -1799.896       4.855    0.006759    0.011878    0.000266   -0.000062   -0.000451    0.000055       1.535       1.551
   23.00    1.00   42.00   -1799.736       4.866    0.006675    0.011720    0.000264   -0.000051   -0.000433    0.000052       1.549       1.564
   23.00    1.00   43.00   -1799.571       4.877    0.006596    0.011567    0.000260   -0.000041   -0.000415    0.000051       1.563       1.576
   23.00    1.00   44.00   -1799.402       4.886    0.006521    0.011420    0.000255   -0.000034   -0.000398    0.000050       1.577       1.588
   23.00    1.00   45.00   -1799.229       4.896    0.006450    0.011277    0.000248   -0.000028   -0.000381    0.000050       1.590       1.600
   23.00    1.00   46.00   -1799.051       4.905    0.006383    0.011138    0.000241   -0.000024   -0.000364    0.000050       1.603       1.612
   23.00    1.00   47.00   -1798.870       4.914    0.006318    0.011004    0.000234   -0.000020   -0.000348    0.000050       1.615       1.624
   23.00    1.00   48.00   -1798.685       4.923    0.006254    0.010874    0.000226   -0.000017   -0.000333    0.000051       1.627       1.635
   23.00    1.00   49.00   -1798.495       4.931    0.006192    0.010748    0.000220   -0.000014   -0.000318    0.000051       1.639       1.647
   23.00    1.00   50.00   -1798.303       4.939    0.006131    0.010625    0.000215   -0.000010   -0.000304    0.000051       1.651       1.658
   23.00    1.00   51.00   -1798.107       4.947    0.006069    0.010506    0.000211   -0.000005   -0.000290    0.000051       1.663       1.670
   23.00    1.00   52.00   -1797.907       4.955    0.006007    0.010390    0.000209    0.000001   -0.000278    0.000051       1.675       1.681
   23.00    1.00   53.00   -1797.705       4.963    0.005943    0.010276    0.000210    0.000008   -0.000265    0.000049       1.687       1.692
   23.00    2.00    0.00   -1803.028       4.400    0.013721    0.023155    0.000492   -0.002268   -0.001595    0.000170       0.962       1.014
   23.00    2.00    1.00   -1803.023       4.454    0.013407    0.023048    0.000482   -0.002180   -0.001567    0.000242       0.977       1.027
   23.00    2.00    2.00   -1803.016       4.463    0.013021    0.022593    0.000479   -0.002030   -0.001526    0.000195       0.991       1.041
   23.00    2.00    3.00   -1803.007       4.473    0.012702    0.022114    0.000465   -0.001886   -0.001475    0.000177       1.007       1.054
   23.00    2.00    4.00   -1802.992       4.483    0.012420    0.021669    0.000467   -0.001759   -0.001448    0.000173       1.021       1.068
   23.00    2.00    5.00   -1802.981       4.495    0.012148    0.021211    0.000457   -0.001622   -0.001407    0.000162       1.036       1.084
   23.00    2.00    6.00   -1802.958       4.504    0.011892    0.020799    0.000454   -0.001517   -0.001387    0.000158       1.050       1.097
   23.00    2.00    7.00   -1802.940       4.518    0.011605    0.020372    0.000444   -0.001413   -0.001342    0.000154       1.067       1.111
   23.00    2.00    8.00   -1802.911       4.527    0.011344    0.019991    0.000407   -0.001323   -0.001256    0.000145       1.081       1.124
   23.00    2.00    9.00   -1802.877       4.537    0.011069    0.019621    0.000400   -0.001280   -0.001213    0.000154       1.095       1.137
   23.00    2.00   10.00   -1802.840       4.546    0.010889    0.019257    0.000392   -0.001194   -0.001185    0.000147       1.110       1.151
   23.00    2.00   11.00   -1802.799       4.556    0.010700    0.018900    0.000414   -0.001100   -0.001200    0.000142       1.124       1.164
   23.00    2.00   12.00   -1802.764       4.570    0.010516    0.018551    0.000408   -0.001059   -0.001169    0.000148       1.141       1.177
   23.00    2.00   13.00   -1802.715       4.579    0.010298    0.018229    0.000378   -0.000997   -0.001099    0.000143       1.155       1.190
   23.00    2.00   14.00   -1802.665       4.589    0.010111    0.017897    0.000372   -0.000919   -0.001067    0.000134       1.170       1.203
   23.00    2.00   15.00   -1802.608       4.599    0.009969    0.017592    0.000359   -0.000877   -0.001033    0.000134       1.184       1.216
   23.00    2.00   16.00   -1802.548       4.608    0.009814    0.017298    0.000353   -0.000831   -0.001006    0.000133       1.198       1.229
   23.00    2.00   17.00   -1802.484       4.618    0.009666    0.017011    0.000355   -0.000786   -0.000988    0.000134       1.212       1.242
   23.00    2.00   18.00   -1802.419       4.628    0.009500    0.016725    0.000351   -0.000735   -0.000960    0.000130       1.225       1.257
   23.00    2.00   19.00   -1802.347       4.637    0.009347    0.016455    0.000338   -0.000703   -0.000924    0.000133       1.239       1.270
   23.00    2.00   20.00   -1802.270       4.647    0.009193    0.016187    0.000342   -0.000661   -0.000905    0.000131       1.253       1.282
   23.00    2.00   21.00   -1802.194       4.657    0.009042    0.015928    0.000341   -0.000624   -0.000882    0.000132       1.267       1.297
   23.00    2.00   22.00   -1802.111       4.667    0.008897    0.015677    0.000328   -0.000588   -0.000845    0.000129       1.280       1.310
   23.00    2.00   23.00   -1802.023       4.676    0.008753    0.015436    0.000319   -0.000555   -0.000813    0.000129       1.294       1.323
   23.00    2.00   24.00   -1801.931       4.685    0.008586    0.015199    0.000334   -0.000528   -0.000805    0.000138       1.308       1.336
   23.00    2.00   25.00   -1801.840       4.696    0.008486    0.014955    0.000337   -0.000505   -0.000793    0.000141       1.323       1.350
   23.00    2.00   26.00   -1801.744       4.707    0.008341    0.014723    0.000313   -0.000462   -0.000742    0.000131       1.336       1.364
   23.00    2.00   27.00   -1801.639       4.715    0.008215    0.014501    0.000329   -0.000423   -0.000745    0.000131       1.350       1.376
   23.00    2.00   28.00   -1801.541       4.729    0.008106    0.014274    0.000325   -0.000417   -0.000721    0.000140       1.366       1.390
   23.00    2.00   29.00   -1801.429       4.738    0.007999    0.014056    0.000293   -0.000371   -0.000665    0.000126       1.379       1.402
   23.00    2.00   30.00   -1801.312       4.746    0.007894    0.013857    0.000290   -0.000345   -0.000646    0.000125       1.393       1.415
   23.00    2.00   31.00   -1801.197       4.757    0.007702    0.013652    0.000292   -0.000319   -0.000614    0.000126       1.407       1.429
   23.00    2.00   32.00   -1801.073       4.766    0.007585    0.013463    0.000288   -0.000302   -0.000593    0.000129       1.420       1.442
   23.00    2.00   33.00   -1800.945       4.775    0.007480    0.013277    0.000283   -0.000282   -0.000572    0.000130       1.434       1.454
   23.00    2.00   34.00   -1800.813       4.784    0.007383    0.013094    0.000278   -0.000259   -0.000552    0.000129       1.447       1.466
   23.00    2.00   35.00   -1800.677       4.792    0.007292    0.012915    0.000273   -0.000235   -0.000531    0.000126       1.460       1.478
   23.00    2.00   36.00   -1800.537       4.800    0.007205    0.012740    0.000269   -0.000211   -0.000512    0.000123       1.474       1.491
   23.00    2.00   37.00   -1800.392       4.808    0.007121    0.012570    0.000264   -0.000188   -0.000493    0.000120       1.487       1.503
   23.00    2.00   38.00   -1800.244       4.817    0.007035    0.012404    0.000261   -0.000167   -0.000475    0.000118       1.499       1.515
   23.00    2.00   39.00   -1800.092       4.825    0.006948    0.012245    0.000259   -0.000148   -0.000458    0.000117       1.512       1.528
